age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,study_time,past_failures,extra_support,family_support,paid_classes,activities,nursery,higher_ed_aspiration,internet_access,romantic,travel_time,free_time,go_out,dalc,walc,health,absences,G1,G2,login_frequency,assignment_submission_rate,attendance_rate,engagement_score,forum_posts,resource_access,G3,grade_label,pass_fail
18,F,Rural,GT3,Together,4,4,teacher,at_home,3,0,0,0,1,1,1,1,1,0,2,2,1,2,1,5,6.0,18.0,16.0,23.0,0.6601155270362078,0.9474092977062579,8.299496179462924,18.0,31.0,20.0,A,1
16,M,Urban,GT3,Together,4,4,teacher,other,2,1,1,0,0,0,1,1,0,0,2,5,4,2,1,1,1.0,20.0,20.0,22.0,0.7623599640887447,0.9199295943183273,9.454313839084852,16.0,40.0,19.0,A,1
17,M,Urban,GT3,Together,3,3,teacher,services,2,0,0,1,0,0,1,1,1,0,1,1,5,3,2,1,11.0,15.0,13.0,15.0,0.7166378389791963,0.5804114126882677,4.693375639143961,9.0,24.0,15.0,B,1
15,F,Urban,GT3,Apart,4,3,services,other,2,0,1,1,0,1,0,1,1,0,1,5,3,3,1,1,4.0,18.0,19.0,19.0,0.9772370763301388,0.8445789514968822,7.652251438422153,16.0,45.0,20.0,A,1
21,M,Rural,GT3,Together,2,3,other,health,2,2,0,0,1,1,1,1,1,0,2,1,4,1,3,2,15.0,9.0,10.0,11.0,0.33686858737687775,0.4422853359252015,7.294794249279587,10.0,26.0,7.0,F,0
16,M,Urban,GT3,Together,4,3,teacher,other,2,0,0,1,1,1,1,1,1,0,3,4,5,2,2,1,4.0,14.0,14.0,16.0,0.7369446279681856,0.8254089824280184,5.003600279724557,9.0,36.0,15.0,B,1
18,F,Urban,GT3,Apart,4,1,other,other,1,0,1,1,0,0,1,1,1,0,3,1,4,2,5,1,0.0,8.0,7.0,9.0,0.4932191852706407,0.42728029750942564,3.7997971056735467,11.0,31.0,11.0,D,1
22,F,Urban,GT3,Apart,2,3,other,services,2,0,0,0,1,1,0,1,1,1,2,1,2,2,4,5,6.0,16.0,16.0,19.0,0.7647690590123315,0.6791809668852189,8.189817822045676,15.0,43.0,18.0,A,1
19,F,Rural,GT3,Together,4,3,teacher,services,3,1,0,1,1,0,0,1,1,0,2,2,4,4,3,1,14.0,9.0,11.0,11.0,0.5923043454337921,0.5784894814994073,7.510369819912271,6.0,28.0,12.0,C,1
18,M,Urban,LE3,Apart,3,3,teacher,services,2,0,1,0,0,1,1,1,0,0,3,1,2,2,3,5,2.0,14.0,14.0,15.0,0.6680448229669598,0.7971260475024132,4.495201833190299,16.0,43.0,18.0,A,1
19,M,Urban,GT3,Together,3,4,health,at_home,1,1,0,1,1,0,0,0,1,0,3,1,5,4,1,4,5.0,12.0,12.0,12.0,0.7444212066975235,0.6431044093400613,7.952459882077406,8.0,41.0,13.0,C,1
21,F,Rural,GT3,Apart,4,3,teacher,at_home,2,0,0,1,0,0,1,1,1,0,1,4,5,1,1,4,3.0,14.0,13.0,15.0,0.5278787124800559,0.5502149784039224,5.1516135694144065,8.0,36.0,16.0,A,1
17,M,Urban,GT3,Together,3,2,at_home,health,2,0,0,0,0,1,1,1,1,0,1,4,1,1,2,1,0.0,19.0,20.0,21.0,0.848243011017804,0.9566366576725341,10.0,15.0,30.0,20.0,A,1
20,M,Urban,GT3,Together,3,0,teacher,other,3,1,1,0,1,1,0,1,0,1,3,2,5,1,5,1,1.0,10.0,10.0,12.0,0.5785634340218571,0.435221400786935,7.446177824783165,7.0,34.0,14.0,B,1
21,M,Urban,LE3,Together,2,1,other,services,4,0,1,1,0,0,1,1,1,0,3,4,2,2,1,1,0.0,20.0,19.0,23.0,1.0,0.9150635164577873,9.727412126702832,16.0,52.0,20.0,A,1
19,F,Rural,GT3,Together,3,2,at_home,at_home,2,0,1,0,1,0,1,1,1,0,2,2,3,3,2,2,5.0,15.0,15.0,17.0,0.6956024449025803,0.7725800412782236,9.119082748011044,11.0,36.0,19.0,A,1
18,F,Urban,LE3,Together,4,3,other,other,3,0,0,1,0,1,1,0,1,1,1,2,4,2,4,5,4.0,16.0,16.0,20.0,0.9019486886857035,0.6825558180811908,9.605790444628724,11.0,42.0,20.0,A,1
16,F,Urban,GT3,Together,2,2,other,teacher,1,0,0,1,1,1,1,1,0,1,3,5,1,2,2,3,0.0,13.0,16.0,13.0,0.7372690033276057,0.7052226007866473,8.975930513740018,17.0,31.0,18.0,A,1
16,F,Urban,LE3,Together,3,2,at_home,health,4,0,0,0,1,0,1,1,1,0,1,3,1,2,5,2,5.0,19.0,19.0,21.0,0.9097243883988851,0.7193575665700664,8.265645351455078,14.0,41.0,20.0,A,1
22,M,Rural,GT3,Together,2,2,other,other,2,0,0,1,1,1,1,1,1,0,1,1,3,5,5,2,0.0,14.0,12.0,12.0,0.7413725277246046,0.6076038062325299,6.2183838157874565,11.0,39.0,15.0,B,1
19,M,Rural,GT3,Together,4,4,other,other,2,0,1,1,1,0,1,1,1,0,2,4,3,1,1,2,8.0,16.0,17.0,19.0,0.8343714064231402,0.8220553695134016,5.476031299902643,12.0,47.0,19.0,A,1
17,M,Urban,GT3,Together,3,4,services,teacher,2,0,0,0,1,1,1,1,1,0,2,2,3,1,3,3,10.0,15.0,19.0,20.0,0.7779194226309951,0.7377508120161007,6.180454844814001,17.0,28.0,20.0,A,1
18,M,Urban,LE3,Apart,3,2,teacher,other,1,0,1,1,0,0,1,1,1,0,1,1,5,2,1,5,0.0,15.0,17.0,21.0,0.8304159751578499,0.6342892933157828,8.061826928981212,11.0,24.0,18.0,A,1
19,M,Rural,GT3,Apart,2,2,services,at_home,3,0,1,1,0,0,1,1,1,1,2,2,2,3,2,1,3.0,17.0,15.0,19.0,0.5725065333407889,0.8222792300489147,5.436709113230269,11.0,33.0,16.0,A,1
19,M,Urban,GT3,Together,3,1,health,teacher,2,0,1,1,1,1,0,1,1,0,2,2,4,1,4,4,3.0,13.0,13.0,15.0,0.7814685516450922,0.7452185565840219,8.611902647659647,15.0,29.0,18.0,A,1
20,M,Urban,GT3,Together,4,1,at_home,other,2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1.0,17.0,17.0,17.0,0.8831024525803329,0.9113958828597167,6.235229976726099,12.0,45.0,20.0,A,1
17,F,Urban,GT3,Together,3,2,services,at_home,2,1,0,0,0,1,1,1,1,1,1,4,3,2,5,2,13.0,14.0,14.0,20.0,0.7131814113033407,0.8176637886202529,4.639654948521373,15.0,21.0,15.0,B,1
20,F,Urban,LE3,Together,3,1,at_home,services,4,0,1,1,1,0,1,1,1,0,2,2,3,1,5,3,2.0,18.0,19.0,18.0,0.6715640652110034,0.8501450460657394,6.7262265577197855,16.0,47.0,20.0,A,1
18,M,Urban,GT3,Apart,4,2,other,other,3,0,1,1,0,0,0,1,1,0,4,1,3,1,3,1,0.0,18.0,18.0,17.0,0.7332233469070181,0.8072077249519418,5.644557947585385,17.0,40.0,20.0,A,1
22,M,Urban,LE3,Together,3,4,services,services,4,0,0,0,0,1,1,1,1,1,3,1,1,1,2,2,6.0,19.0,18.0,18.0,0.7362698656971456,0.8770095556556092,6.3804481260020225,12.0,45.0,20.0,A,1
16,F,Urban,LE3,Together,3,3,at_home,services,3,0,1,1,1,1,1,1,1,0,1,4,1,1,1,4,3.0,16.0,18.0,23.0,0.6849587438138385,0.8903007269982376,8.038420317866676,18.0,38.0,20.0,A,1
16,F,Urban,GT3,Together,3,4,services,services,4,0,1,1,1,0,1,1,1,0,2,3,5,2,2,4,3.0,17.0,15.0,22.0,0.7952358182827637,0.7625996530585736,6.245817192970868,12.0,44.0,20.0,A,1
18,F,Rural,GT3,Together,2,1,other,other,2,1,0,0,1,1,1,0,1,0,3,5,5,3,1,1,2.0,13.0,12.0,14.0,0.7441484308623545,0.804800035616231,7.755802127440732,8.0,30.0,13.0,C,1
19,M,Urban,LE3,Apart,4,2,other,other,1,0,1,1,0,0,1,1,1,0,1,3,1,1,1,4,2.0,20.0,18.0,17.0,0.9035705869997939,0.9087546839018373,7.723668675628705,18.0,37.0,20.0,A,1
20,F,Urban,LE3,Together,4,4,teacher,other,2,0,0,1,0,1,1,0,1,0,2,4,2,2,1,3,2.0,13.0,14.0,18.0,0.6085659073748914,0.631181969022577,7.619823051041049,10.0,36.0,15.0,B,1
18,M,Rural,LE3,Together,4,2,other,services,2,2,1,1,1,0,1,1,1,0,2,3,5,2,3,4,2.0,11.0,11.0,12.0,0.7242327473602117,0.695612734019722,6.8414694386437045,9.0,28.0,13.0,C,1
22,M,Urban,LE3,Together,4,3,health,other,3,0,0,1,0,1,0,1,0,0,2,3,1,1,1,2,0.0,13.0,15.0,13.0,0.7919038247911641,0.6002298891098478,4.878891205042418,13.0,29.0,16.0,A,1
18,M,Rural,GT3,Apart,3,4,other,other,1,2,0,1,1,0,1,1,0,0,1,5,3,3,2,5,3.0,9.0,8.0,11.0,0.5373964432795126,0.6569861460405818,2.832906919324554,6.0,36.0,8.0,F,0
16,M,Urban,LE3,Together,2,3,at_home,services,1,1,0,1,0,1,1,1,0,0,1,4,2,1,3,4,2.0,13.0,11.0,14.0,0.5591129771121627,0.5921055782383742,7.8099699498967095,9.0,36.0,13.0,C,1
15,M,Rural,GT3,Apart,3,2,services,teacher,3,0,1,1,0,1,1,1,1,1,1,3,5,4,1,4,0.0,20.0,20.0,21.0,0.9393396044034987,0.9555142986494254,9.504255011472502,16.0,35.0,20.0,A,1
22,M,Urban,LE3,Apart,4,3,other,other,1,0,1,0,0,1,1,1,0,1,2,5,4,2,2,1,2.0,13.0,13.0,17.0,0.5977982895682086,0.7100924566894395,4.774904545979615,11.0,38.0,16.0,A,1
16,F,Urban,LE3,Together,4,1,other,services,1,0,0,1,0,0,1,1,0,0,1,4,4,1,1,4,1.0,17.0,18.0,22.0,0.6668154516326948,0.6975119263433432,8.649959483909344,15.0,33.0,19.0,A,1
22,M,Urban,GT3,Apart,3,1,other,other,1,2,0,1,0,0,0,1,1,0,2,5,1,4,1,2,7.0,12.0,9.0,14.0,0.5840921466068959,0.6577359124468252,4.797339898383731,12.0,27.0,9.0,F,0
17,M,Urban,LE3,Together,4,0,at_home,at_home,3,0,0,1,1,0,1,1,1,1,2,4,1,1,1,4,1.0,18.0,19.0,17.0,0.8918357998307658,0.7947956025607663,5.833770417931549,14.0,33.0,20.0,A,1
15,M,Urban,GT3,Together,4,4,other,teacher,1,2,0,0,1,1,1,1,1,0,1,4,4,1,1,4,4.0,7.0,6.0,6.0,0.34975630405518987,0.42560426680315444,3.0938136379872425,7.0,13.0,5.0,F,0
17,M,Rural,GT3,Together,4,3,services,other,1,0,1,0,0,0,1,0,1,0,1,3,2,1,2,5,2.0,15.0,14.0,20.0,0.8327577360690592,0.6002073386263206,8.129024262786764,11.0,32.0,18.0,A,1
19,M,Rural,GT3,Together,4,2,other,other,2,0,0,0,1,1,1,1,0,1,1,5,3,2,1,5,0.0,14.0,16.0,15.0,0.8239908464766427,0.8305253018510271,6.453636241446554,12.0,36.0,19.0,A,1
18,M,Urban,GT3,Together,3,2,other,at_home,3,0,1,1,0,0,1,1,1,0,4,2,1,3,2,2,2.0,20.0,16.0,19.0,0.8339983898319535,0.9430816292679658,8.124310097687232,11.0,35.0,20.0,A,1
21,M,Rural,LE3,Together,2,3,teacher,other,2,0,1,1,0,1,1,1,1,0,1,3,1,2,3,1,2.0,12.0,13.0,12.0,0.4585825162308177,0.5465301958395048,4.432710896350663,12.0,21.0,16.0,A,1
19,F,Rural,GT3,Together,3,4,health,at_home,1,0,0,1,1,0,0,1,1,0,2,5,4,4,3,3,3.0,13.0,14.0,14.0,0.4785255430634899,0.7825336870669961,4.513302267681121,9.0,26.0,16.0,A,1
18,F,Rural,GT3,Together,3,2,health,other,4,2,0,0,1,1,0,0,1,0,1,2,1,5,2,3,6.0,13.0,12.0,15.0,0.6614601988151996,0.7756498814671636,4.946261194207212,13.0,25.0,11.0,D,1
20,M,Urban,GT3,Together,4,2,health,health,3,0,1,1,1,1,0,1,1,0,1,3,1,1,5,2,3.0,14.0,13.0,14.0,0.7573320580458112,0.5679382806851424,6.412688243921075,8.0,35.0,17.0,A,1
22,F,Urban,LE3,Together,3,4,services,at_home,2,2,1,0,0,1,0,1,1,0,3,1,5,4,4,3,0.0,12.0,14.0,17.0,0.6301234917078927,0.8217283731905971,8.134955858468658,8.0,27.0,13.0,C,1
18,F,Urban,GT3,Together,3,4,health,services,2,3,1,1,0,1,0,0,0,1,2,3,4,1,3,3,5.0,9.0,13.0,13.0,0.39322077485929785,0.4588651025609646,7.116958081896456,9.0,30.0,8.0,F,0
16,F,Urban,LE3,Apart,3,4,other,at_home,2,0,0,0,1,1,1,0,0,0,2,2,2,5,2,4,6.0,12.0,14.0,18.0,0.5056901085999452,0.7752217058285742,4.700322056617706,11.0,31.0,11.0,D,1
18,F,Rural,LE3,Apart,3,2,teacher,at_home,3,0,0,1,1,1,1,1,1,1,1,3,5,1,1,2,4.0,19.0,20.0,22.0,0.7564357240535415,0.9012372116038379,6.2073580397579295,17.0,36.0,20.0,A,1
21,F,Urban,GT3,Together,3,1,health,health,2,0,1,1,1,0,0,0,1,0,1,2,5,1,2,4,16.0,8.0,7.0,9.0,0.48221450680125466,0.6309350785155459,3.377538727178679,10.0,30.0,10.0,D,1
16,F,Urban,LE3,Together,2,3,other,other,4,0,0,0,1,0,1,1,1,0,1,5,3,2,2,5,10.0,19.0,16.0,22.0,0.7826208340766733,0.7701799754710258,9.511642423523554,18.0,43.0,20.0,A,1
22,F,Urban,LE3,Together,4,2,services,teacher,3,3,1,0,0,1,0,1,0,0,2,5,3,1,5,4,8.0,4.0,4.0,11.0,0.17577237740960017,0.3382543875726479,3.7792374673608533,5.0,23.0,1.0,F,0
19,M,Rural,LE3,Together,3,4,services,teacher,2,2,1,1,1,1,1,1,1,0,4,3,4,3,5,4,8.0,9.0,11.0,10.0,0.5255860415928354,0.6771133565786278,7.0345129065460625,6.0,26.0,11.0,D,1
19,M,Urban,GT3,Together,3,0,other,services,1,2,0,0,1,0,1,1,1,0,1,4,1,1,1,2,5.0,7.0,4.0,10.0,0.4968224881752278,0.49195579963715713,3.497911004680957,10.0,16.0,5.0,F,0
17,M,Urban,LE3,Together,2,3,other,other,4,0,0,1,0,0,1,1,0,0,1,3,5,2,5,2,6.0,18.0,17.0,21.0,0.7661902522923956,0.8489055253920426,8.202215473123204,16.0,41.0,20.0,A,1
22,M,Rural,GT3,Together,3,4,at_home,health,3,0,0,0,0,1,0,1,0,0,1,2,1,4,3,1,1.0,14.0,13.0,18.0,0.5249168397356091,0.7320653817025129,7.023664214559321,9.0,44.0,15.0,B,1
15,M,Rural,LE3,Together,4,4,teacher,at_home,3,0,1,0,1,0,1,1,1,0,1,3,4,2,3,3,2.0,16.0,17.0,15.0,0.7798027630598912,0.841041435510926,8.083640475572778,11.0,36.0,20.0,A,1
17,M,Urban,GT3,Together,4,3,teacher,other,1,2,0,0,0,1,1,1,0,0,1,3,3,2,4,1,0.0,15.0,16.0,14.0,0.8677850807143996,0.6181024938087065,7.000756373181683,13.0,40.0,13.0,C,1
18,F,Rural,LE3,Together,1,4,other,health,3,0,0,1,1,1,0,1,1,0,1,4,1,5,2,4,0.0,17.0,16.0,17.0,0.61806865548956,0.6715850086469347,6.146198006213374,13.0,36.0,20.0,A,1
18,F,Rural,GT3,Apart,4,1,other,other,3,0,1,1,1,0,1,1,1,0,4,4,3,1,2,5,1.0,20.0,20.0,19.0,0.75474271187319,0.8043770458361187,8.142424245469874,17.0,53.0,20.0,A,1
18,F,Urban,LE3,Together,4,2,other,services,4,0,1,0,0,0,1,1,1,0,2,2,2,1,4,5,2.0,17.0,15.0,17.0,0.7583949489320552,0.6730360802425661,9.673792282222898,11.0,31.0,20.0,A,1
16,M,Rural,LE3,Together,2,0,other,other,2,0,0,1,1,0,0,1,1,1,1,4,5,1,1,1,1.0,15.0,15.0,20.0,0.6439988513163061,0.8403720046106157,5.860561256802442,17.0,34.0,17.0,A,1
16,M,Urban,LE3,Together,2,4,health,health,2,0,1,0,1,0,1,1,1,1,1,5,3,1,3,4,0.0,15.0,13.0,15.0,0.8034462139415808,0.6733529441944537,7.82414166425832,12.0,33.0,19.0,A,1
15,F,Urban,LE3,Together,2,4,services,other,2,0,0,1,0,1,1,1,1,0,2,3,2,1,4,3,4.0,16.0,16.0,18.0,0.8094673639118019,0.7668272204703284,9.523645766690011,16.0,42.0,20.0,A,1
19,F,Urban,LE3,Together,4,0,other,other,3,1,1,0,1,1,1,1,1,0,1,5,2,2,4,1,1.0,17.0,16.0,17.0,0.6289807321633021,0.663069010696667,7.78127836906393,11.0,43.0,20.0,A,1
17,F,Urban,GT3,Together,2,0,other,health,4,1,1,1,0,1,1,0,1,0,3,3,1,1,1,4,6.0,15.0,17.0,18.0,0.8647514353494512,0.8811779218839372,7.246679922503933,15.0,42.0,20.0,A,1
19,F,Urban,GT3,Together,3,2,health,health,2,0,0,0,1,0,1,1,1,0,2,1,3,2,3,5,3.0,14.0,14.0,19.0,0.7148022146193022,0.5580790605019854,4.804188973811329,15.0,39.0,14.0,B,1
19,F,Urban,LE3,Together,4,2,other,services,2,1,0,1,0,1,0,1,1,0,2,1,3,3,1,3,2.0,18.0,18.0,23.0,0.8027720184600508,0.7099888309324907,9.166335947740928,11.0,39.0,20.0,A,1
20,M,Urban,GT3,Together,4,4,health,teacher,1,0,0,1,0,0,0,1,1,0,2,2,5,1,4,5,0.0,14.0,17.0,17.0,0.6322912548521417,0.8473828117247264,9.207455070265384,14.0,27.0,19.0,A,1
19,M,Urban,GT3,Together,3,2,other,other,2,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,1.0,14.0,15.0,16.0,0.7348987127696299,0.6104291162703999,9.253424076912793,11.0,44.0,17.0,A,1
20,M,Urban,LE3,Together,4,4,health,other,3,0,1,1,0,0,1,1,1,1,1,5,3,1,3,5,1.0,19.0,19.0,19.0,0.9794700419039275,0.9555073216625208,6.708287505438767,15.0,37.0,20.0,A,1
19,F,Urban,GT3,Together,2,3,other,other,1,0,0,0,0,1,1,1,1,0,2,2,2,3,4,4,2.0,15.0,14.0,21.0,0.5209666900536468,0.6763752692745548,8.950277065073106,15.0,25.0,18.0,A,1
20,F,Urban,LE3,Apart,4,2,health,other,2,0,1,1,0,1,1,1,1,0,1,2,2,1,2,4,3.0,15.0,13.0,15.0,0.6213025014742227,0.7878293701081922,6.0513397718766395,14.0,24.0,19.0,A,1
19,M,Urban,LE3,Together,2,2,other,other,4,0,0,1,1,0,1,1,1,0,1,4,4,3,2,3,7.0,18.0,18.0,19.0,0.957480829265554,0.7001066027377035,8.495762566682199,17.0,39.0,20.0,A,1
17,F,Urban,GT3,Together,2,4,other,other,2,0,1,1,1,1,1,1,1,0,4,2,1,2,2,1,1.0,14.0,15.0,16.0,0.6415183060452848,0.6736286055697116,5.468253181116669,10.0,32.0,16.0,A,1
16,M,Rural,GT3,Apart,4,3,services,services,2,1,1,1,0,0,1,1,1,0,3,3,1,2,3,3,1.0,16.0,13.0,14.0,0.5200546055929932,0.7156321660437156,5.591948856290161,15.0,38.0,17.0,A,1
21,M,Urban,GT3,Together,2,3,other,services,2,1,0,1,0,0,1,1,1,0,1,2,5,1,3,5,2.0,11.0,9.0,12.0,0.38550544337432685,0.6127113532717917,6.0947907912999,11.0,30.0,11.0,D,1
17,M,Rural,GT3,Together,2,2,other,services,2,0,0,1,0,1,0,0,1,0,3,2,1,1,4,3,7.0,12.0,11.0,18.0,0.6442660121027981,0.72461601921276,5.874164401790807,7.0,20.0,17.0,A,1
19,M,Urban,GT3,Together,3,4,other,services,1,0,1,1,1,0,0,1,1,0,1,1,2,2,1,1,9.0,17.0,15.0,15.0,0.8050421785510833,0.6933406009834501,9.62199165844494,17.0,31.0,18.0,A,1
16,F,Rural,LE3,Together,2,4,services,services,3,1,1,1,0,0,0,1,1,0,3,3,3,2,2,3,10.0,16.0,16.0,16.0,0.6002657635067392,0.81766653230369,6.122319604025143,10.0,46.0,17.0,A,1
18,M,Rural,LE3,Together,2,4,other,health,2,0,0,1,1,0,1,1,1,0,2,3,1,2,2,1,2.0,15.0,16.0,16.0,0.6192256036874305,0.6492811309346915,9.040183309030606,10.0,42.0,19.0,A,1
19,F,Rural,LE3,Apart,3,3,at_home,services,3,0,1,1,0,0,1,1,0,1,2,1,4,3,1,3,1.0,17.0,17.0,17.0,0.7923555285361868,0.8910503912844208,7.4023733559576215,17.0,47.0,19.0,A,1
20,F,Urban,LE3,Apart,4,4,other,at_home,2,0,0,1,1,1,1,1,1,0,2,4,3,1,3,4,2.0,19.0,20.0,25.0,0.9227865446744381,1.0,6.522770328151851,12.0,30.0,20.0,A,1
19,M,Urban,LE3,Together,4,2,at_home,services,1,0,0,1,1,1,1,1,1,0,1,2,1,4,2,1,2.0,18.0,17.0,21.0,0.6673765859766672,0.6829338392472027,6.445633578721182,11.0,49.0,19.0,A,1
17,M,Urban,GT3,Together,2,3,other,health,1,0,1,0,0,0,1,1,0,0,3,4,3,4,1,3,0.0,12.0,12.0,18.0,0.5797338196443552,0.5139574229199596,7.378498088048256,7.0,40.0,12.0,C,1
22,F,Urban,LE3,Apart,3,3,teacher,services,1,0,0,1,1,0,1,1,1,0,1,1,5,1,3,3,4.0,12.0,10.0,17.0,0.5817123194673439,0.6937622457191739,7.433168743821845,14.0,28.0,18.0,A,1
19,M,Rural,LE3,Together,4,3,services,at_home,1,0,1,1,0,1,1,1,1,0,4,1,2,1,2,4,4.0,18.0,19.0,22.0,0.6648962369061678,0.9653190098082771,5.7478166968400295,11.0,45.0,20.0,A,1
21,F,Rural,GT3,Together,2,4,health,other,3,1,1,0,1,1,1,1,0,0,1,1,4,2,3,1,2.0,12.0,12.0,15.0,0.49831477184902034,0.6844653279041228,5.6501481828014635,10.0,25.0,12.0,C,1
20,M,Urban,GT3,Together,2,4,services,other,1,1,0,1,0,0,1,1,1,0,1,3,3,1,1,4,3.0,9.0,7.0,11.0,0.6016135081435636,0.49835614382993354,4.870863252321141,7.0,28.0,10.0,D,1
19,F,Urban,GT3,Together,0,3,teacher,services,3,0,0,0,0,1,0,1,1,0,1,1,3,1,1,4,1.0,18.0,18.0,22.0,0.9379935435960302,0.9157200878383481,8.4751667782864,14.0,47.0,20.0,A,1
22,F,Urban,LE3,Together,3,3,health,teacher,1,0,0,0,0,0,0,1,1,0,1,2,3,2,1,1,4.0,15.0,15.0,19.0,0.6378690907419612,0.6774127937735055,7.753085707500568,11.0,35.0,17.0,A,1
16,M,Urban,GT3,Together,2,4,other,services,1,2,0,1,0,0,0,0,0,1,2,3,3,2,2,1,0.0,9.0,10.0,13.0,0.6362919781731962,0.7062762688814921,7.002793679307961,13.0,15.0,9.0,F,0
22,M,Urban,LE3,Together,4,4,at_home,health,1,1,1,1,1,1,1,1,1,0,2,4,1,1,3,4,3.0,9.0,10.0,12.0,0.5538931996199372,0.6631480071456491,4.216947819169302,12.0,25.0,10.0,D,1
21,F,Urban,GT3,Together,4,4,teacher,services,2,0,0,1,1,1,1,1,1,0,3,4,3,4,3,5,0.0,16.0,15.0,19.0,0.8860677607195959,0.8698899046019818,5.2096406613219335,16.0,41.0,18.0,A,1
19,M,Rural,LE3,Apart,2,1,other,other,3,0,1,0,0,0,1,1,1,1,2,3,3,1,1,5,0.0,15.0,17.0,16.0,0.8981766314093466,0.8764648155512519,5.732433868204079,15.0,42.0,20.0,A,1
20,M,Urban,LE3,Together,3,2,other,health,3,0,0,1,0,1,0,1,0,0,2,1,4,1,3,4,2.0,17.0,18.0,20.0,0.8284282298882295,0.9486158149793363,9.934231155829673,13.0,38.0,20.0,A,1
19,M,Urban,GT3,Together,2,4,other,services,1,0,0,0,1,1,1,1,0,1,1,5,4,1,2,5,7.0,12.0,11.0,15.0,0.5662438009599935,0.49309840722619025,6.183410642391271,8.0,42.0,14.0,B,1
17,M,Urban,LE3,Together,0,4,other,other,2,1,1,1,0,1,1,1,1,0,2,4,3,4,4,4,2.0,10.0,8.0,12.0,0.3647982808535474,0.6650883290764917,3.7954744619952723,10.0,16.0,9.0,F,0
21,F,Rural,LE3,Together,4,4,other,at_home,3,1,0,0,0,1,1,1,1,0,3,5,2,4,1,1,5.0,14.0,13.0,16.0,0.6581227449618174,0.61333082942547,7.979323862993297,11.0,24.0,14.0,B,1
16,F,Urban,GT3,Apart,3,3,other,teacher,2,2,1,1,1,0,1,1,0,0,1,5,4,1,3,3,1.0,7.0,5.0,11.0,0.3494045365753089,0.4027518851195324,4.735037002562901,9.0,15.0,5.0,F,0
17,M,Urban,LE3,Apart,4,3,other,health,1,2,1,0,0,1,0,1,1,0,1,4,5,3,3,2,9.0,15.0,16.0,20.0,0.7684624117013928,0.7149210930922365,6.486638994915351,10.0,43.0,11.0,D,1
19,F,Urban,GT3,Together,3,3,other,other,1,0,1,0,0,0,0,1,1,0,1,5,5,1,3,2,1.0,13.0,15.0,15.0,0.521321806730589,0.6247301578627202,4.291512650977313,14.0,40.0,15.0,B,1
21,M,Urban,GT3,Together,2,4,services,health,1,3,0,1,0,0,1,1,1,0,1,3,2,1,2,1,5.0,5.0,8.0,9.0,0.519721216119275,0.4427777543145486,5.863932301884393,6.0,29.0,4.0,F,0
18,M,Urban,LE3,Together,3,2,other,other,4,2,0,1,0,0,1,1,1,0,2,3,2,1,1,1,1.0,9.0,7.0,7.0,0.6184900720666529,0.5116559899096813,5.987207829316973,8.0,34.0,8.0,F,0
18,F,Urban,GT3,Together,2,3,other,other,2,0,1,1,1,1,1,1,1,0,1,3,3,3,1,4,19.0,15.0,17.0,15.0,0.6332769521444028,0.6645992436344642,6.110533258384301,17.0,35.0,18.0,A,1
15,F,Urban,LE3,Together,4,3,other,services,2,0,0,1,1,0,1,1,1,1,3,3,4,2,4,1,5.0,16.0,16.0,16.0,0.7814742764161313,0.7278556505435252,6.1280998705166265,11.0,32.0,19.0,A,1
15,M,Rural,GT3,Together,4,4,other,other,3,0,1,0,1,0,0,1,1,0,1,3,4,2,3,4,13.0,20.0,16.0,22.0,0.9106784512568538,0.7894439378609269,6.757440147528815,12.0,42.0,20.0,A,1
15,M,Urban,LE3,Together,3,2,services,health,2,0,1,0,0,1,1,1,1,0,1,2,4,1,3,2,7.0,15.0,15.0,20.0,0.7190432500263277,0.7899011165255982,7.8520988987712785,11.0,33.0,20.0,A,1
15,M,Urban,LE3,Together,3,4,services,services,3,0,1,1,1,0,0,1,0,0,1,4,3,4,2,3,2.0,16.0,16.0,16.0,0.8874029155379056,0.7942351444665363,6.270886419566503,12.0,37.0,17.0,A,1
21,F,Urban,LE3,Together,3,1,other,services,1,0,1,0,1,0,1,1,1,1,1,2,5,5,1,2,5.0,13.0,15.0,20.0,0.6691533032813075,0.7698327560152602,5.751813775159901,13.0,25.0,14.0,B,1
21,M,Rural,GT3,Together,4,2,other,other,2,0,1,1,1,0,1,1,1,1,3,5,1,1,2,2,2.0,17.0,16.0,18.0,0.6721915871301319,0.8714330568227695,6.8330949694549945,18.0,35.0,20.0,A,1
21,M,Rural,GT3,Together,1,3,other,services,1,0,0,1,1,1,1,0,1,0,4,4,2,2,3,3,3.0,15.0,16.0,20.0,0.7075600675783299,0.803851830523975,9.551006631363379,16.0,35.0,20.0,A,1
15,F,Rural,GT3,Together,0,1,other,health,2,0,1,1,1,0,0,0,1,0,2,5,3,2,1,4,1.0,16.0,16.0,18.0,0.7307531892959244,0.6923732980140499,7.100492034706878,15.0,26.0,19.0,A,1
15,M,Urban,GT3,Together,2,4,other,other,2,0,1,1,1,0,1,1,1,0,1,4,3,5,5,3,11.0,16.0,14.0,19.0,0.6137990130687218,0.7381358731408576,6.386876776608286,15.0,47.0,17.0,A,1
